symbol,exchange,company_name,isin,face_value,status,group,instrument,listing_date,market_lot,paid_up_value,security_code
BANARBEADS,NSE,Banaras Beads Limited,INE655B01011,10,Active,,EQ,07-JUL-1995,1,10,
BANARISUG,NSE,Bannari Amman Sugars Limited,INE459A01010,10,Active,,EQ,28-MAY-2003,1,10,
BANCOINDIA,NSE,Banco Products (I) Limited,INE213C01025,2,Active,,EQ,22-DEC-2006,1,2,
BANDHANBNK,NSE,Bandhan Bank Limited,INE545U01014,10,Active,,EQ,27-MAR-2018,1,10,
BANG,NSE,Bang Overseas Limited,INE863I01016,10,Active,,EQ,20-FEB-2008,1,10,
BANKA,NSE,Banka BioLoo Limited,INE862Y01015,10,Active,,EQ,29-OCT-2020,1,10,
BANKBARODA,NSE,Bank of Baroda,INE028A01039,2,Active,,EQ,19-FEB-1997,1,2,
BANKINDIA,NSE,Bank of India,INE084A01016,10,Active,,EQ,30-APR-1997,1,10,
BANSALWIRE,NSE,Bansal Wire Industries Limited,INE0B9K01025,5,Active,,EQ,10-JUL-2024,1,5,
BANSWRAS,NSE,Banswara Syntex Limited,INE629D01020,5,Active,,EQ,11-APR-2007,1,5,
BASF,NSE,BASF India Limited,INE373A01013,10,Active,,EQ,17-MAY-1995,1,10,
BASML,NSE,Bannari Amman Spinning Mills Limited,INE186H01022,5,Active,,EQ,14-NOV-2005,1,5,
BATAINDIA,NSE,Bata India Limited,INE176A01028,5,Active,,EQ,18-JUN-2003,1,5,
BAYERCROP,NSE,Bayer Cropscience Limited,INE462A01022,10,Active,,EQ,08-JAN-2010,1,10,
BBL,NSE,Bharat Bijlee Limited,INE464A01036,5,Active,,EQ,21-NOV-2006,1,5,
BBOX,NSE,Black Box Limited,INE676A01027,2,Active,,EQ,22-JUL-2003,1,2,
BBTC,NSE,Bombay Burmah Trading Corporation Limited,INE050A01025,2,Active,,EQ,03-APR-1996,1,2,
BBTCL,NSE,B&B Triplewall Containers Limited,INE01EE01011,10,Active,,EQ,23-NOV-2022,1,10,
BCG,NSE,Brightcom Group Limited,INE425B01027,2,Active,,EQ,08-MAY-2015,1,2,
BCLIND,NSE,Bcl Industries Limited,INE412G01024,1,Active,,EQ,04-MAR-2021,1,1,
BCONCEPTS,NSE,Brand Concepts Limited,INE977Y01011,10,Active,,BE,11-JAN-2022,1,10,
BDL,NSE,Bharat Dynamics Limited,INE171Z01026,5,Active,,EQ,23-MAR-2018,1,5,
BEARDSELL,NSE,Beardsell Limited,INE520H01022,2,Active,,EQ,13-JAN-2015,1,2,
BECTORFOOD,NSE,Mrs. Bectors Food Specialities Limited,INE495P01012,10,Active,,EQ,24-DEC-2020,1,10,
BEDMUTHA,NSE,Bedmutha Industries Limited,INE844K01012,10,Active,,EQ,14-OCT-2010,1,10,
BEL,NSE,Bharat Electronics Limited,INE263A01024,1,Active,,EQ,19-JUL-2000,1,1,
BELLACASA,NSE,Bella Casa Fashion & Retail Limited,INE344T01014,10,Active,,EQ,18-JUL-2025,1,10,
BELRISE,NSE,Belrise Industries Limited,INE894V01022,5,Active,,EQ,28-MAY-2025,1,5,
BEML,NSE,BEML Limited,INE258A01024,5,Active,,EQ,05-NOV-2003,1,5,
BEPL,NSE,Bhansali Engineering Polymers Limited,INE922A01025,1,Active,,EQ,21-MAR-2005,1,1,
BERGEPAINT,NSE,Berger Paints (I) Limited,INE463A01038,1,Active,,EQ,24-NOV-1999,1,1,
BESTAGRO,NSE,Best Agrolife Limited,INE052T01013,10,Active,,EQ,10-APR-2024,1,10,
BETA,NSE,Beta Drugs Limited,INE351Y01019,10,Active,,EQ,24-NOV-2025,1,10,
BFINVEST,NSE,BF Investment Limited,INE878K01010,5,Active,,EQ,14-JAN-2011,1,5,
BFUTILITIE,NSE,BF Utilities Limited,INE243D01012,5,Active,,BZ,03-MAY-2007,1,5,
BGRENERGY,NSE,BGR Energy Systems Limited,INE661I01014,10,Active,,BE,03-JAN-2008,1,10,
BHAGCHEM,NSE,Bhagiradha Chemicals & Industries Limited,INE414D01027,1,Active,,EQ,18-OCT-2021,1,1,
BHAGERIA,NSE,Bhageria Industries Limited,INE354C01027,5,Active,,EQ,02-MAR-2016,1,5,
BHAGYANGR,NSE,Bhagyanagar India Limited,INE458B01036,2,Active,,BE,17-MAY-2017,1,2,
BHANDARI,NSE,Bhandari Hosiery Exports Limited,INE474E01029,1,Active,,EQ,30-JAN-2017,1,1,
BHARATFORG,NSE,Bharat Forge Limited,INE465A01025,2,Active,,EQ,04-APR-2003,1,2,
BHARATGEAR,NSE,Bharat Gears Limited,INE561C01019,10,Active,,BE,03-APR-1996,1,10,
BHARATRAS,NSE,Bharat Rasayan Limited,INE838B01013,10,Active,,EQ,11-OCT-1995,1,10,
BHARATSE,NSE,Bharat Seats Limited,INE415D01024,2,Active,,EQ,24-MAR-2025,1,2,
BHARATWIRE,NSE,Bharat Wire Ropes Limited,INE316L01019,10,Active,,EQ,01-APR-2016,1,10,
BHARTIARTL,NSE,Bharti Airtel Limited,INE397D01024,5,Active,,EQ,15-FEB-2002,1,5,
BHARTIHEXA,NSE,Bharti Hexacom Limited,INE343G01021,5,Active,,EQ,12-APR-2024,1,5,
BHEL,NSE,Bharat Heavy Electricals Limited,INE257A01026,2,Active,,EQ,11-NOV-2003,1,2,
BIGBLOC,NSE,Bigbloc Construction Limited,INE412U01025,2,Active,,EQ,02-SEP-2016,1,2,
BIKAJI,NSE,Bikaji Foods International Limited,INE00E101023,1,Active,,EQ,16-NOV-2022,1,1,
BIL,NSE,Bhartiya International Limited,INE828A01016,10,Active,,EQ,12-APR-2000,1,10,
BILVYAPAR,NSE,BIL VYAPAR LIMITED,INE071A01013,10,Active,,BE,27-SEP-2006,1,10,
BIOCON,NSE,Biocon Limited,INE376G01013,5,Active,,EQ,07-APR-2004,1,5,
BIOFILCHEM,NSE,Biofil Chemicals & Pharmaceuticals Limited,INE829A01014,10,Active,,EQ,12-JUN-1996,1,10,
BIRLACABLE,NSE,Birla Cable Limited,INE800A01015,10,Active,,EQ,06-DEC-1995,1,10,
BIRLACORPN,NSE,Birla Corporation Limited,INE340A01012,10,Active,,EQ,12-APR-1995,1,10,
BIRLAMONEY,NSE,Aditya Birla Money Limited,INE865C01022,1,Active,,EQ,07-FEB-2008,1,1,
BIRLANU,NSE,BirlaNu Limited,INE557A01011,10,Active,,EQ,26-APR-1995,1,10,
BLACKBUCK,NSE,BLACKBUCK LIMITED,INE0UIZ01018,1,Active,,EQ,22-NOV-2024,1,1,
BLAL,NSE,BEML Land Assets Limited,INE0N7W01012,10,Active,,EQ,19-APR-2023,1,10,
BLBLIMITED,NSE,BLB Limited,INE791A01024,1,Active,,EQ,31-MAY-2000,1,1,
BLISSGVS,NSE,Bliss GVS Pharma Limited,INE416D01022,1,Active,,EQ,26-JUL-2010,1,1,
BLKASHYAP,NSE,B. L. Kashyap and Sons Limited,INE350H01032,1,Active,,EQ,17-MAR-2006,1,1,
BLS,NSE,BLS International Services Limited,INE153T01027,1,Active,,EQ,14-JUN-2016,1,1,
BLSE,NSE,BLS E-Services Limited,INE0NLT01010,10,Active,,EQ,06-FEB-2024,1,10,
BLUECOAST,NSE,Blue Coast Hotels Limited,INE472B01011,10,Active,,BE,16-FEB-2000,1,10,
BLUEDART,NSE,Blue Dart Express Limited,INE233B01017,10,Active,,EQ,12-DEC-2002,1,10,
BLUEJET,NSE,Blue Jet Healthcare Limited,INE0KBH01020,2,Active,,EQ,01-NOV-2023,1,2,
BLUESTARCO,NSE,Blue Star Limited,INE472A01039,2,Active,,EQ,15-JUN-2000,1,2,
BLUESTONE,NSE,BlueStone Jewellery and Lifestyle Limited,INE304W01038,1,Active,,EQ,19-AUG-2025,1,1,
BLUSPRING,NSE,Bluspring Enterprises Limited,INE0U4101014,10,Active,,EQ,11-JUN-2025,1,10,
BMWVENTLTD,NSE,BMW Ventures Limited,INE965W01036,10,Active,,EQ,01-OCT-2025,1,10,
BODALCHEM,NSE,Bodal Chemicals Limited,INE338D01028,2,Active,,EQ,22-AUG-2011,1,2,
BOHRAIND,NSE,Bohra Industries Limited,INE802W01023,10,Active,,EQ,27-OCT-2022,1,10,
BOMDYEING,NSE,Bombay Dyeing & Mfg Company Limited,INE032A01023,2,Active,,EQ,26-APR-1995,1,2,
BORANA,NSE,Borana Weaves Limited,INE16SF01016,10,Active,,BE,27-MAY-2025,1,10,
BOROLTD,NSE,Borosil Limited,INE02PY01013,1,Active,,EQ,22-JUL-2020,1,1,
BORORENEW,NSE,BOROSIL RENEWABLES LIMITED,INE666D01022,1,Active,,EQ,25-MAY-2018,1,1,
BOROSCI,NSE,Borosil Scientific Limited,INE02L001032,1,Active,,EQ,07-JUN-2024,1,1,
BOSCHLTD,NSE,Bosch Limited,INE323A01026,10,Active,,EQ,12-MAY-2003,1,10,
BPCL,NSE,Bharat Petroleum Corporation Limited,INE029A01011,10,Active,,EQ,13-SEP-1995,1,10,
BPL,NSE,BPL Limited,INE110A01019,10,Active,,EQ,14-JUN-1995,1,10,
BRIGADE,NSE,Brigade Enterprises Limited,INE791I01019,10,Active,,EQ,31-DEC-2007,1,10,
BRIGHOTEL,NSE,Brigade Hotel Ventures Limited,INE03NU01014,10,Active,,EQ,31-JUL-2025,1,10,
BRITANNIA,NSE,Britannia Industries Limited,INE216A01030,1,Active,,EQ,05-NOV-1998,1,1,
BRNL,NSE,Bharat Road Network Limited,INE727S01012,10,Active,,EQ,18-SEP-2017,1,10,
BROOKS,NSE,Brooks Laboratories Limited,INE650L01011,10,Active,,EQ,05-SEP-2011,1,10,
BSE,NSE,BSE Limited,INE118H01025,2,Active,,EQ,03-FEB-2017,1,2,
BSHSL,NSE,Bombay Super Hybrid Seeds Limited,INE032Z01020,1,Active,,EQ,28-OCT-2020,1,1,
BSL,NSE,BSL Limited,INE594B01012,10,Active,,EQ,27-JUL-1995,1,10,
BSOFT,NSE,BIRLASOFT LIMITED,INE836A01035,2,Active,,EQ,24-NOV-1999,1,2,
BTML,NSE,Bodhi Tree Multimedia Limited,INE0EEJ01023,1,Active,,EQ,15-FEB-2023,1,1,
BUTTERFLY,NSE,Butterfly Gandhimathi Appliances Limited,INE295F01017,10,Active,,EQ,28-APR-2014,1,10,
BVCL,NSE,Barak Valley Cements Limited,INE139I01011,10,Active,,BE,23-NOV-2007,1,10,
BYKE,NSE,The Byke Hospitality Ltd,INE319B01014,10,Active,,EQ,15-APR-2015,1,10,
CALSOFT,NSE,California Software Company Limited,INE526B01014,10,Active,,EQ,28-JUN-2000,1,10,
CAMLINFINE,NSE,Camlin Fine Sciences Limited,INE052I01032,1,Active,,EQ,20-JAN-2015,1,1,
CAMPUS,NSE,Campus Activewear Limited,INE278Y01022,5,Active,,EQ,09-MAY-2022,1,5,
CAMS,NSE,Computer Age Management Services Limited,INE596I01012,10,Active,,EQ,07-MAY-2021,1,10,
CANBK,NSE,Canara Bank,INE476A01022,2,Active,,EQ,23-DEC-2002,1,2,
CANFINHOME,NSE,Can Fin Homes Limited,INE477A01020,2,Active,,EQ,10-MAY-1995,1,2,
CANHLIFE,NSE,Canara HSBC Life Insurance Company Limited,INE01TY01017,10,Active,,EQ,17-OCT-2025,1,10,
CANTABIL,NSE,Cantabil Retail India Limited,INE068L01024,2,Active,,EQ,12-OCT-2010,1,2,
CAPACITE,NSE,Capacit'e Infraprojects Limited,INE264T01014,10,Active,,EQ,25-SEP-2017,1,10,
CAPILLARY,NSE,Capillary Technologies India Limited,INE0ILV01024,2,Active,,EQ,21-NOV-2025,1,2,
CAPITALSFB,NSE,Capital Small Finance Bank Limited,INE646H01017,10,Active,,EQ,14-FEB-2024,1,10,
CAPLIPOINT,NSE,Caplin Point Laboratories Limited,INE475E01026,2,Active,,EQ,23-JUN-2014,1,2,
CAPTRUST,NSE,Capital Trust Limited,INE707C01018,10,Active,,EQ,16-JAN-2017,1,10,
CARBORUNIV,NSE,Carborundum Universal Limited,INE120A01034,1,Active,,EQ,03-APR-1996,1,1,
CARERATING,NSE,CARE Ratings Limited,INE752H01013,10,Active,,EQ,26-DEC-2012,1,10,
CARRARO,NSE,Carraro India Limited,INE0V7W01012,10,Active,,EQ,30-DEC-2024,1,10,
CARTRADE,NSE,Cartrade Tech Limited,INE290S01011,10,Active,,EQ,20-AUG-2021,1,10,
CARYSIL,NSE,CARYSIL LIMITED,INE482D01024,2,Active,,EQ,14-JAN-2021,1,2,
CASTROLIND,NSE,Castrol India Limited,INE172A01027,5,Active,,EQ,14-MAR-2014,1,5,
CCCL,NSE,Consolidated Construction Consortium Limited,INE429I01024,2,Active,,BE,15-OCT-2007,1,2,
CCHHL,NSE,Country Club Hospitality & Holidays Limited,INE652F01027,2,Active,,EQ,03-FEB-2015,1,2,
CCL,NSE,CCL Products (India) Limited,INE421D01022,2,Active,,EQ,07-JUN-2004,1,2,
CDSL,NSE,Central Depository Services (India) Limited,INE736A01011,10,Active,,EQ,30-JUN-2017,1,10,
CEATLTD,NSE,CEAT Limited,INE482A01020,10,Active,,EQ,01-FEB-2008,1,10,
CEIGALL,NSE,Ceigall India Limited,INE0AG901020,5,Active,,EQ,08-AUG-2024,1,5,
CELEBRITY,NSE,Celebrity Fashions Limited,INE185H01016,10,Active,,EQ,12-JAN-2006,1,10,
CELLO,NSE,Cello World Limited,INE0LMW01024,5,Active,,EQ,06-NOV-2023,1,5,
CEMPRO,NSE,Cemindia Projects Limited,INE686A01026,1,Active,,EQ,10-FEB-1999,1,1,
CENTENKA,NSE,Century Enka Limited,INE485A01015,10,Active,,EQ,10-MAY-1995,1,10,
CENTEXT,NSE,Century Extrusions Limited,INE281A01026,1,Active,,BE,20-JUL-2004,1,1,
CENTRALBK,NSE,Central Bank of India,INE483A01010,10,Active,,EQ,21-AUG-2007,1,10,
CENTRUM,NSE,Centrum Capital Limited,INE660C01027,1,Active,,EQ,04-APR-2018,1,1,
CENTUM,NSE,Centum Electronics Limited,INE320B01020,10,Active,,EQ,05-OCT-2007,1,10,
CENTURYPLY,NSE,Century Plyboards (India) Limited,INE348B01021,1,Active,,EQ,23-MAR-2006,1,1,
CERA,NSE,Cera Sanitaryware Limited,INE739E01017,5,Active,,EQ,02-NOV-2007,1,5,
CEREBRAINT,NSE,Cerebra Integrated Technologies Limited,INE345B01019,10,Active,,BZ,26-JUN-2013,1,10,
CESC,NSE,CESC Limited,INE486A01021,1,Active,,EQ,08-FEB-1995,1,1,
CEWATER,NSE,Concord Enviro Systems Limited,INE037Z01029,5,Active,,EQ,27-DEC-2024,1,5,
CGCL,NSE,Capri Global Capital Limited,INE180C01042,1,Active,,EQ,29-OCT-2010,1,1,
CGPOWER,NSE,CG Power and Industrial Solutions Limited,INE067A01029,2,Active,,EQ,01-MAR-1995,1,2,
CHALET,NSE,Chalet Hotels Limited,INE427F01016,10,Active,,EQ,07-FEB-2019,1,10,
CHAMBLFERT,NSE,Chambal Fertilizers & Chemicals Limited,INE085A01013,10,Active,,EQ,14-JUN-1995,1,10,
CHEMBOND,NSE,Chembond Material Technologies Limited,INE995D01025,5,Active,,EQ,20-NOV-2019,1,5,
CHEMBONDCH,NSE,Chembond Chemicals Limited,INE0TGX01019,5,Active,,EQ,23-JUL-2025,1,5,
CHEMCON,NSE,Chemcon Speciality Chemicals Limited,INE03YM01018,10,Active,,EQ,01-OCT-2020,1,10,
CHEMFAB,NSE,Chemfab Alkalis Limited,INE783X01023,10,Active,,EQ,25-APR-2018,1,10,
CHEMPLASTS,NSE,Chemplast Sanmar Limited,INE488A01050,5,Active,,EQ,24-AUG-2021,1,5,
CHENNPETRO,NSE,Chennai Petroleum Corporation Limited,INE178A01016,10,Active,,EQ,07-JUN-2000,1,10,
CHEVIOT,NSE,Cheviot Company Limited,INE974B01016,10,Active,,EQ,20-JUN-2022,1,10,
CHOICEIN,NSE,Choice International Limited,INE102B01014,10,Active,,EQ,08-APR-2022,1,10,
CHOLAFIN,NSE,Cholamandalam Investment and Finance Company Limited,INE121A01024,2,Active,,EQ,15-MAY-1996,1,2,
CHOLAHLDNG,NSE,Cholamandalam Financial Holdings Limited,INE149A01033,1,Active,,EQ,25-SEP-2017,1,1,
CIEINDIA,NSE,CIE Automotive India Limited,INE536H01010,10,Active,,EQ,30-AUG-2007,1,10,
CIFL,NSE,Capital India Finance Limited,INE345H01024,2,Active,,EQ,17-APR-2025,1,2,
CIGNITITEC,NSE,Cigniti Technologies Limited,INE675C01017,10,Active,,EQ,13-OCT-2014,1,10,
CINELINE,NSE,Cineline India Limited,INE704H01022,5,Active,,EQ,13-JUN-2012,1,5,
CINEVISTA,NSE,Cinevista Limited,INE039B01026,2,Active,,EQ,02-MAY-2000,1,2,
CIPLA,NSE,Cipla Limited,INE059A01026,2,Active,,EQ,08-FEB-1995,1,2,
CLEAN,NSE,Clean Science and Technology Limited,INE227W01023,1,Active,,EQ,19-JUL-2021,1,1,
CLEDUCATE,NSE,CL Educate Limited,INE201M01029,5,Active,,EQ,31-MAR-2017,1,5,
CLSEL,NSE,Chaman Lal Setia Exports Limited,INE419D01026,2,Active,,EQ,12-MAY-2021,1,2,
CMSINFO,NSE,CMS Info Systems Limited,INE925R01014,10,Active,,EQ,31-DEC-2021,1,10,
COALINDIA,NSE,Coal India Limited,INE522F01014,10,Active,,EQ,04-NOV-2010,1,10,
COASTCORP,NSE,Coastal Corporation Limited,INE377E01024,2,Active,,BE,08-OCT-2021,1,2,
COCHINSHIP,NSE,Cochin Shipyard Limited,INE704P01025,5,Active,,EQ,11-AUG-2017,1,5,
COFFEEDAY,NSE,Coffee Day Enterprises Limited,INE335K01011,10,Active,,BE,02-NOV-2015,1,10,
COFORGE,NSE,Coforge Limited,INE591G01025,2,Active,,EQ,30-AUG-2004,1,2,
COHANCE,NSE,Cohance Lifesciences Limited,INE03QK01018,1,Active,,EQ,09-MAR-2020,1,1,
COLPAL,NSE,Colgate Palmolive (India) Limited,INE259A01022,1,Active,,EQ,17-DEC-2007,1,1,
COMPINFO,NSE,Compuage Infocom Limited,INE070C01037,2,Active,,BZ,07-JUL-2016,1,2,
COMPUSOFT,NSE,Compucom Software Limited,INE453B01029,2,Active,,EQ,02-MAR-2012,1,2,
COMSYN,NSE,Commercial Syn Bags Limited,INE073V01015,10,Active,,BE,23-JAN-2024,1,10,
CONCOR,NSE,Container Corporation of India Limited,INE111A01025,5,Active,,EQ,07-MAY-1997,1,5,
CONCORDBIO,NSE,Concord Biotech Limited,INE338H01029,1,Active,,EQ,18-AUG-2023,1,1,
CONFIPET,NSE,Confidence Petroleum India Limited,INE552D01024,1,Active,,EQ,13-JUN-2019,1,1,
CONSOFINVT,NSE,Consolidated Finvest & Holdings Limited,INE025A01027,10,Active,,EQ,29-MAR-2005,1,10,
CONTROLPR,NSE,Control Print Limited,INE663B01015,10,Active,,EQ,24-JUN-2016,1,10,
CORALFINAC,NSE,Coral India Finance & Housing Limited,INE558D01021,2,Active,,EQ,25-MAR-1996,1,2,
CORDSCABLE,NSE,Cords Cable Industries Limited,INE792I01017,10,Active,,EQ,13-FEB-2008,1,10,
COROMANDEL,NSE,Coromandel International Limited,INE169A01031,1,Active,,EQ,31-MAY-1995,1,1,
COSMOFIRST,NSE,COSMO FIRST LIMITED,INE757A01017,10,Active,,EQ,25-MAY-1995,1,10,
COUNCODOS,NSE,Country Condo's Limited,INE695B01025,1,Active,,EQ,22-JAN-2009,1,1,
CPCAP,NSE,CP Capital Limited,INE521J01018,10,Active,,EQ,06-OCT-2010,1,10,
CPEDU,NSE,Career Point Edutech Limited,INE0P6P01016,10,Active,,EQ,05-SEP-2025,1,10,
CPPLUS,NSE,Aditya Infotech Limited,INE819V01029,1,Active,,EQ,05-AUG-2025,1,1,
CRAFTSMAN,NSE,Craftsman Automation Limited,INE00LO01017,5,Active,,EQ,25-MAR-2021,1,5,
CRAMC,NSE,Canara Robeco Asset Management Company Limited,INE218I01013,10,Active,,EQ,16-OCT-2025,1,10,
CREATIVE,NSE,Creative Newtech Limited,INE985W01018,10,Active,,EQ,05-AUG-2019,1,10,
CREATIVEYE,NSE,Creative Eye Limited,INE230B01021,5,Active,,EQ,20-DEC-2000,1,5,
CREDITACC,NSE,CREDITACCESS GRAMEEN LIMITED,INE741K01010,10,Active,,EQ,23-AUG-2018,1,10,
CREST,NSE,Crest Ventures Limited,INE559D01011,10,Active,,EQ,27-DEC-2006,1,10,
CRISIL,NSE,CRISIL Limited,INE007A01025,1,Active,,EQ,28-JUN-1995,1,1,
CRIZAC,NSE,Crizac Limited,INE0S4R01014,2,Active,,EQ,09-JUL-2025,1,2,
CROMPTON,NSE,Crompton Greaves Consumer Electricals Limited,INE299U01018,2,Active,,EQ,13-MAY-2016,1,2,
CROWN,NSE,Crown Lifters Limited,INE491V01019,10,Active,,EQ,08-FEB-2022,1,10,
CSBBANK,NSE,CSB Bank Limited,INE679A01013,10,Active,,EQ,04-DEC-2019,1,10,
CSLFINANCE,NSE,CSL Finance Limited,INE718F01018,10,Active,,EQ,21-JUL-2022,1,10,
CTE,NSE,Cambridge Technology Enterprises Limited,INE627H01017,10,Active,,EQ,07-FEB-2007,1,10,
CUB,NSE,City Union Bank Limited,INE491A01021,1,Active,,EQ,25-AUG-1998,1,1,
CUBEXTUB,NSE,Cubex Tubings Limited,INE144D01012,10,Active,,EQ,24-APR-1996,1,10,
CUMMINSIND,NSE,Cummins India Limited,INE298A01020,2,Active,,EQ,29-MAR-1995,1,2,
CUPID,NSE,Cupid Limited,INE509F01029,1,Active,,EQ,16-SEP-2016,1,1,
CURAA,NSE,Cura Technologies Limited,INE117B01020,10,Active,,BE,21-MAR-2025,1,10,
CYBERMEDIA,NSE,Cyber Media (India) Limited,INE278G01037,10,Active,,BE,10-JUN-2005,1,10,
CYBERTECH,NSE,Cybertech Systems And Software Limited,INE214A01019,10,Active,,BE,27-JAN-1999,1,10,
CYIENT,NSE,Cyient Limited,INE136B01020,5,Active,,EQ,30-SEP-1998,1,5,
CYIENTDLM,NSE,Cyient DLM Limited,INE055S01018,10,Active,,EQ,10-JUL-2023,1,10,
DABUR,NSE,Dabur India Limited,INE016A01026,1,Active,,EQ,28-APR-1999,1,1,
DALBHARAT,NSE,Dalmia Bharat Limited,INE00R701025,2,Active,,EQ,22-JAN-2019,1,2,
DALMIASUG,NSE,Dalmia Bharat Sugar and Industries Limited,INE495A01022,2,Active,,EQ,17-JAN-1996,1,2,
DAMCAPITAL,NSE,Dam Capital Advisors Limited,INE284H01025,2,Active,,EQ,27-DEC-2024,1,2,
DAMODARIND,NSE,Damodar Industries Limited,INE497D01022,5,Active,,EQ,04-JUL-2016,1,5,
DANGEE,NSE,Dangee Dums Limited,INE688Y01022,1,Active,,EQ,13-NOV-2020,1,1,
DATAMATICS,NSE,Datamatics Global Services Limited,INE365B01017,5,Active,,EQ,07-MAY-2004,1,5,
DATAPATTNS,NSE,Data Patterns (India) Limited,INE0IX101010,2,Active,,EQ,24-DEC-2021,1,2,
DAVANGERE,NSE,Davangere Sugar Company Limited,INE179G01029,1,Active,,EQ,25-JAN-2024,1,1,
DBCORP,NSE,D.B.Corp Limited,INE950I01011,10,Active,,EQ,06-JAN-2010,1,10,
DBEIL,NSE,Deepak Builders & Engineers India Limited,INE0OPA01019,10,Active,,EQ,28-OCT-2024,1,10,
DBL,NSE,Dilip Buildcon Limited,INE917M01012,10,Active,,EQ,11-AUG-2016,1,10,
DBOL,NSE,Dhampur Bio Organics Limited,INE0I3401014,10,Active,,EQ,08-SEP-2022,1,10,
DBREALTY,NSE,Valor Estate Limited,INE879I01012,10,Active,,EQ,24-FEB-2010,1,10,
DBSTOCKBRO,NSE,DB (International) Stock Brokers Limited,INE921B01025,2,Active,,EQ,29-FEB-2012,1,2,
DCAL,NSE,Dishman Carbogen Amcis Limited,INE385W01011,2,Active,,EQ,21-SEP-2017,1,2,
DCBBANK,NSE,DCB Bank Limited,INE503A01015,10,Active,,EQ,27-OCT-2006,1,10,
DCI,NSE,Dc Infotech And Communication Limited,INE0A1101019,10,Active,,EQ,19-OCT-2022,1,10,
DCM,NSE,DCM  Limited,INE498A01018,10,Active,,EQ,29-MAR-1995,1,10,
DCMFINSERV,NSE,DCM Financial Services Limited,INE891B01012,10,Active,,EQ,21-MAY-1997,1,10,
DCMNVL,NSE,DCM Nouvelle Limited,INE08KP01019,10,Active,,EQ,16-JUL-2019,1,10,
DCMSHRIRAM,NSE,DCM Shriram Limited,INE499A01024,2,Active,,EQ,12-APR-1995,1,2,
DCMSRIND,NSE,DCM Shriram Industries Limited,INE843D01027,2,Active,,EQ,24-DEC-2021,1,2,
DCW,NSE,DCW Limited,INE500A01029,2,Active,,EQ,25-MAY-1995,1,2,
DCXINDIA,NSE,DCX Systems Limited,INE0KL801015,2,Active,,EQ,11-NOV-2022,1,2,
DDEVPLSTIK,NSE,Ddev Plastiks Industries Limited,INE0HR601026,1,Active,,EQ,15-JAN-2025,1,1,
DECCANCE,NSE,Deccan Cements Limited,INE583C01021,5,Active,,EQ,02-AUG-2007,1,5,
DEEDEV,NSE,DEE Development Engineers Limited,INE841L01016,10,Active,,EQ,26-JUN-2024,1,10,
DEEPAKFERT,NSE,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,10,Active,,EQ,17-JAN-2003,1,10,
DEEPAKNTR,NSE,Deepak Nitrite Limited,INE288B01029,2,Active,,EQ,29-SEP-2010,1,2,
DEEPINDS,NSE,Deep Industries Limited,INE0FHS01024,5,Active,,EQ,27-APR-2021,1,5,
DELHIVERY,NSE,Delhivery Limited,INE148O01028,1,Active,,EQ,24-MAY-2022,1,1,
DELPHIFX,NSE,DELPHI WORLD MONEY LIMITED,INE726L01019,10,Active,,EQ,28-JUN-2011,1,10,
DELTACORP,NSE,Delta Corp Limited,INE124G01033,1,Active,,EQ,02-NOV-2007,1,1,
DELTAMAGNT,NSE,Delta Manufacturing Limited,INE393A01011,10,Active,,EQ,18-OCT-1995,1,10,
DEN,NSE,Den Networks Limited,INE947J01015,10,Active,,EQ,24-NOV-2009,1,10,
DENORA,NSE,De Nora India Limited,INE244A01016,10,Active,,EQ,07-AUG-1997,1,10,
DENTA,NSE,Denta Water and Infra Solutions Limited,INE0R4L01018,10,Active,,EQ,29-JAN-2025,1,10,
DEVIT,NSE,Dev Information Technology Limited,INE060X01034,2,Active,,EQ,15-FEB-2022,1,2,
DEVX,NSE,Dev Accelerator Limited,INE0VOV01021,2,Active,,EQ,17-SEP-2025,1,2,
DEVYANI,NSE,Devyani International Limited,INE872J01023,1,Active,,EQ,16-AUG-2021,1,1,
DGCONTENT,NSE,Digicontent Limited,INE03JI01017,2,Active,,EQ,18-JUN-2019,1,2,
DHAMPURSUG,NSE,Dhampur Sugar Mills Limited,INE041A01016,10,Active,,EQ,29-MAR-1995,1,10,
DHANBANK,NSE,Dhanlaxmi Bank Limited,INE680A01011,10,Active,,EQ,01-APR-2004,1,10,
DHANUKA,NSE,Dhanuka Agritech Limited,INE435G01025,2,Active,,EQ,29-JUN-2011,1,2,
DHARAN,NSE,DHARAN INFRA-EPC LIMITED,INE278R01034,1,Active,,BZ,02-APR-2018,1,1,
DHARMAJ,NSE,Dharmaj Crop Guard Limited,INE00OQ01016,10,Active,,EQ,08-DEC-2022,1,10,
DHRUV,NSE,Dhruv Consultancy Services Limited,INE506Z01015,10,Active,,EQ,25-NOV-2021,1,10,
DHUNINV,NSE,Dhunseri Investments Limited,INE320L01011,10,Active,,EQ,18-MAR-2011,1,10,
DIACABS,NSE,Diamond Power Infrastructure Limited,INE989C01038,1,Active,,EQ,15-SEP-2023,1,1,
DIAMINESQ,NSE,Diamines & Chemicals Limited,INE591D01014,10,Active,,EQ,25-SEP-2023,1,10,
DIAMONDYD,NSE,Prataap Snacks Limited,INE393P01035,5,Active,,EQ,05-OCT-2017,1,5,
